"","year","site","nest","exp","type","laying_date","hatching_date","manip","male","female","chick1","chick2","chick3","chick4","chick5","chick6","X17"
"242",2007,"D",7,"U","U",611,706,NA,"CA1207","CA1263","CA1368",NA,NA,NA,NA,NA,NA
"243",2007,"D",8,"U","U",612,707,NA,"CA1223","CA1254","CA1511","CA1512",NA,NA,NA,NA,NA
"244",2007,"D",9,"U","U",619,NA,NA,"CA1350","CA1355",NA,NA,NA,NA,NA,NA,NA
"245",2007,"D",10,"U","U",609,704,NA,"CA229","CA1258","CA1359","CA1360",NA,NA,NA,NA,NA
"246",2007,"D",11,"U","U",618,NA,NA,"CA093","CA1251",NA,NA,NA,NA,NA,NA,NA
"247",2007,"D",12,"U","U",615,710,NA,"CA1226","CA1266","CA1502","CA1514","CA1515",NA,NA,NA,NA
"248",2007,"D",101,"ParCare","CFD2",610,705,704,"CA156","802122913","CA1395","CA1400","CA1394","CA1396",NA,NA,NA
"249",2007,"D",102,"U","U",531,625,NA,"CA165","CA014","CA1354","CA1499","CA1500",NA,NA,NA,NA
"250",2007,"D",103,"ParCare","CF2",609,704,704,"CA1327","CA1341","CA1361","CA1369",NA,NA,NA,NA,NA
"251",2007,"D",104,"U","U",611,706,NA,"CA1329","CA1255","CA1506","CA1507","CA1508",NA,NA,NA,NA
"252",2007,"D",105,"ParCare","CFD2",609,704,704,"CA068","CA020","CA1363","CA1364","CA1358","CA1399",NA,NA,NA
"253",2007,"D",106,"U","U",NA,NA,NA,"CA098","CA101",NA,NA,NA,NA,NA,NA,NA
"254",2007,"D",107,"U","U",615,710,NA,"CA1337","CA1342","CA1503","CA1523",NA,NA,NA,NA,NA
"255",2007,"D",108,"ParCare","CF2",609,704,704,"CA1328","CA1340","CA1362",NA,NA,NA,NA,NA,NA
"256",2007,"D",109,"U","U",612,707,NA,"CA166","CA060","CA1370","CA1501",NA,NA,NA,NA,NA
"257",2007,"D",110,"ParCare","CF all",627,NA,627,"CA1259","802109771","CA1477","CA1478",NA,NA,NA,NA,NA
"258",2007,"D",111,"U","U",611,706,NA,"CA1326","CA1339","CA1397","CA1398",NA,NA,NA,NA,NA
"259",2007,"D",301,"U","U",NA,NA,NA,"CA1513",NA,NA,NA,NA,NA,NA,NA,NA
"260",2007,"D",302,"U","U",702,NA,NA,NA,"CA1450",NA,NA,NA,NA,NA,NA,NA
"261",2007,"E",-301,"U","U",NA,NA,NA,"CA007",NA,"CA1276","CA1277","CA1278",NA,NA,NA,NA
"262",2007,"E",-1,"U","U",NA,NA,NA,"CA050",NA,"CA1292",NA,NA,NA,NA,NA,NA
"263",2007,"E",1,"ParCare","CF2",417,512,510,"CA1201","CA173","CA1211","CA1208",NA,NA,NA,NA,NA
"264",2007,"E",2,"U","U",607,702,NA,"CA1443","CA262","CA1385","CA1384","CA1386",NA,NA,NA,NA
"265",2007,"E",3,"U","U",612,707,NA,"802122906","CA1528","CA1509","CA1510",NA,NA,NA,NA,NA
"266",2007,"E",4,"ParCare","CF2",611,706,704,"CA168","CA1264","CA1393",NA,NA,NA,NA,NA,NA
"267",2007,"E",101,"U","U",530,624,NA,"CA183","CA242","CA1473","CA1476",NA,NA,NA,NA,NA
"268",2007,"E",102,"ParCare","CF2",602,627,625,"CA1444","CA1265","CA1491","CA1496",NA,NA,NA,NA,NA
"269",2007,"E",301,"ParCare","CF2",524,618,618,"CA030","CA011","CA1459","CA1460",NA,NA,NA,NA,NA
"270",2007,"E",302,"ParCare","CF2",621,NA,620,"CA1467","CA034","CA1470",NA,NA,NA,NA,NA,NA
"271",2007,"E",303,"U","U",525,619,NA,"CA1464","CA1465","CA1463",NA,NA,NA,NA,NA,NA
"272",2007,"E",304,"U","U",713,NA,NA,"CA231","CA082",NA,NA,NA,NA,NA,NA,NA
"273",2007,"E",305,"U","U",708,NA,NA,"802122915","BX.WX|SX.",NA,NA,NA,NA,NA,NA,NA
"274",2007,"E",306,"U","U",718,NA,NA,NA,"CA1252",NA,NA,NA,NA,NA,NA,NA
"275",2007,"F",101,"ParCare","CFD2",526,620,620,"CA026","CA173","CA1468","CA1469","CA1472",NA,NA,NA,NA
"276",2008,"A",-1,"U",NA,NA,NA,NA,NA,NA,"CA1528","CA1529",NA,NA,NA,NA,NA
"277",2008,"A",1,"U","U",420,515,NA,"802109716","CA1268","CA1520","CA1525","CA1562",NA,NA,NA,NA
"278",2008,"A",2,"U","U",427,522,NA,"CA1321","CA1504","CA1540","CA1538",NA,NA,NA,NA,NA
"279",2008,"A",3,"ParCare","CFDX",426,521,519,"CA1518","CA1505","CA1539","CA1541",NA,NA,NA,NA,NA
"280",2008,"A",4,"U","U",421,516,NA,"CA178","CA137","DEAD.CHICK.A4.2008","CA1527",NA,NA,NA,NA,NA
"281",2008,"A",5,"ParCare","CFall",424,519,517,"CA093","CA1254","CA1530","CA1531","CA1532","CA1534",NA,NA,NA
"282",2008,"A",6,"ParCare","CFall",423,518,517,NA,"CA136","CA1533","CA1535",NA,NA,NA,NA,NA
"283",2008,"A",7,"U","U",428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284",2008,"A",8,"U","U",428,NA,NA,"CA1425","CA1434",NA,NA,NA,NA,NA,NA,NA
"285",2008,"A",9,"U","U",501,526,NA,"CA1204","CA1516","CA1542","CA1543",NA,NA,NA,NA,NA
"286",2008,"A",10,"U","U",511,605,NA,"CA1545","CA1519","CA2002","CA2003","CA2004",NA,NA,NA,NA
"287",2008,"A",11,"U","U",503,NA,NA,NA,"CA072",NA,NA,NA,NA,NA,NA,NA
"288",2008,"A",12,"U","U",505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289",2008,"A",13,"U","U",506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290",2008,"A",14,"ParCare","CFall",512,606,605,"CA2001","CA1536","CA1577","CA1578",NA,NA,NA,NA,NA
"291",2008,"A",15,"U","U",512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292",2008,"A",16,"U","U",511,NA,NA,NA,"CA1253",NA,NA,NA,NA,NA,NA,NA
"293",2008,"A",17,"U","U",515,609,NA,NA,"CA1537","CA2005",NA,NA,NA,NA,NA,NA
"294",2008,"A",18,"U","U",422,517,NA,"CA110","CA226","CA2010",NA,NA,NA,NA,NA,NA
"295",2008,"A",19,"U","U",519,613,NA,NA,"CA1278","CA2006","CA2007",NA,NA,NA,NA,NA
"296",2008,"A",20,"ParCare","CFall",521,615,613,"CA1230",NA,"CA1580","CA2008","CA2009",NA,NA,NA,NA
"297",2008,"A",21,"ParCare","CFall",525,619,618,"CA1452","CA125","CA2057","CA2058",NA,NA,NA,NA,NA
"298",2008,"A",22,"U","U",529,623,NA,"CA1223","CA072","CA2017",NA,NA,NA,NA,NA,NA
"299",2008,"A",23,"ParCare","CFall",529,623,621,"CA1272","CA1254","CA2011","CA2012","CA2013",NA,NA,NA,NA
"300",2008,"A",24,"U","U",605,630,NA,"CA008","CA177","CA1596",NA,NA,NA,NA,NA,NA
"301",2008,"A",25,"ParCare","CFall",609,704,703,"CA2020","CA1517","CA2026","CA2027","CA2028",NA,NA,NA,NA
"302",2008,"A",101,"U","U",416,NA,NA,NA,"CA226",NA,NA,NA,NA,NA,NA,NA
"303",2008,"A",102,"ParCare","CFall",505,530,528,"CA1222","CA1517","CA1544","CA1546",NA,NA,NA,NA,NA
"304",2008,"A",103,"ParCare","CFall",507,601,529,"CA108","CA190","CA1547","CA1548","CA1549",NA,NA,NA,NA
"305",2008,"A",104,"ParCare","CFall",529,623,622,"CA1215","CA136","CA2014","CA2015","CA2016",NA,NA,NA,NA
"306",2008,"B",1,"U","U",427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307",2008,"B",2,"ParCare","CFall",513,607,605,"CA168","CA1264","CA1575","CA1576",NA,NA,NA,NA,NA
"308",2008,"B",3,"ParCare","CFall",520,614,613,"CA1335","CA1334","CA1581",NA,NA,NA,NA,NA,NA
"309",2008,"B",4,"U","U",510,NA,NA,"CA043",NA,NA,NA,NA,NA,NA,NA,NA
"310",2008,"B",-101,"U","U",NA,NA,NA,NA,NA,"CA2029",NA,NA,NA,NA,NA,NA
"311",2008,"B",101,"U","U",429,524,NA,"CA078","CA020","CA1566",NA,NA,NA,NA,NA,NA
"312",2008,"B",102,"U","U",501,NA,NA,"CA084",NA,NA,NA,NA,NA,NA,NA,NA
"313",2008,"B",103,"ParCare","CFall",504,529,528,"CA230","CA1429","CA1567","CA1568","CA1569",NA,NA,NA,NA
"314",2008,"B",104,"U","U",425,NA,NA,NA,"CA266",NA,NA,NA,NA,NA,NA,NA
"315",2008,"B",105,"ParCare","CFall",524,618,618,"CA057","CA171","CA1584","CA1585",NA,NA,NA,NA,NA
"316",2008,"B",106,"ParCare","CFall",528,622,621,"CA1270","CA1268","CA1586","CA2061","CA2062",NA,NA,NA,NA
"317",2008,"B",107,"U","U",609,NA,NA,"CA026","CA020",NA,NA,NA,NA,NA,NA,NA
"318",2008,"B",201,"U","U",609,NA,NA,"CA2053","CA2052",NA,NA,NA,NA,NA,NA,NA
"319",2008,"B",301,"U","U",NA,NA,NA,"CA084",NA,NA,NA,NA,NA,NA,NA,NA
"320",2008,"B",302,"U","U",NA,NA,NA,"CA2024",NA,NA,NA,NA,NA,NA,NA,NA
"321",2008,"C",1,"U","U",530,624,NA,"CA231","CA014","CA1589","CA1590","CA2063",NA,NA,NA,NA
"322",2008,"C",101,"U","U",422,NA,NA,"CA057","CA171",NA,NA,NA,NA,NA,NA,NA
"323",2008,"C",102,"U","U",416,511,NA,"CA1551","CA011","CA1556","CA1557",NA,NA,NA,NA,NA
"324",2008,"C",103,"U","U",414,509,NA,"CA1464","CA1550","CA1553","CA1554","CA1555",NA,NA,NA,NA
"325",2008,"C",104,"U","U",416,511,NA,"RX.YX|RX.GX","CA1579","CA1558","CA1559","CA1560",NA,NA,NA,NA
"326",2008,"C",105,"U","U",427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327",2008,"C",106,"U","U",501,NA,NA,"CA1272","CA1552",NA,NA,NA,NA,NA,NA,NA
"328",2008,"C",107,"U","U",507,NA,NA,"CA324","CA1561",NA,NA,NA,NA,NA,NA,NA
"329",2008,"C",108,"U","U",508,NA,NA,NA,"CA151",NA,NA,NA,NA,NA,NA,NA
"330",2008,"C",109,"ParCare","CFall",525,619,618,"CA029","CA011","CA1582","CA1583",NA,NA,NA,NA,NA
"331",2008,"C",110,"ParCare","CFall",525,619,618,"CA1418","CA1550","CA2054","CA2055","CA2056",NA,NA,NA,NA
"332",2008,"C",111,"U","U",601,626,NA,"CA1484","CA1579","CA1591","CA1592","CA1593",NA,NA,NA,NA
"333",2008,"C",112,"ParCare","CFall",529,623,622,"CA1430","CA1563","CA1587","CA1588",NA,NA,NA,NA,NA
"334",2008,"C",113,"U","U",609,NA,NA,"CA1464","CA034",NA,NA,NA,NA,NA,NA,NA
"335",2008,"C",114,"ParCare","CFall",609,704,702,"CA1213","CA2051","CA1599","CA1600","CA2025",NA,NA,NA,NA
"336",2008,"C",115,"ParCare","CFall",610,706,703,"CA1310","CA151","CA2022","CA2023",NA,NA,NA,NA,NA
"337",2008,"D",1,"U","U",603,628,NA,"CA1312","CA1504",NA,NA,NA,NA,NA,NA,NA
"338",2008,"D",2,"U","U",611,NA,NA,"CA210","CA1253",NA,NA,NA,NA,NA,NA,NA
"339",2008,"D",3,"ParCare","CFall",609,704,702,"CA1499","CA1429","CA1597","CA1598",NA,NA,NA,NA,NA
"340",2008,"D",4,"ParCare","CFall",608,703,702,"CA324","CA1561","CA2021",NA,NA,NA,NA,NA,NA
"341",2008,"D",5,"U","U",624,NA,NA,"CA078","CA081",NA,NA,NA,NA,NA,NA,NA
"342",2008,"D",6,"U","U",623,NA,NA,"CA2018","CA2019",NA,NA,NA,NA,NA,NA,NA
"343",2008,"D",-101,"U","U",NA,NA,NA,NA,NA,"CA2030",NA,NA,NA,NA,NA,NA
"344",2008,"D",101,"U","U",422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345",2008,"D",102,"U","U",424,519,NA,"802109746","CA014","CA1564","CA1565",NA,NA,NA,NA,NA
"346",2008,"D",103,"U","U",613,NA,NA,NA,"CA2037",NA,NA,NA,NA,NA,NA,NA
"347",2008,"D",104,"U","U",609,NA,NA,NA,"CA1536",NA,NA,NA,NA,NA,NA,NA
"348",2008,"D",105,"U","U",624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"349",2008,"D",201,"U","U",602,627,NA,"CA1203","CA1212","CA1594","CA1595",NA,NA,NA,NA,NA
"350",2008,"D",202,"U","U",606,NA,NA,"CA1409","CA242",NA,NA,NA,NA,NA,NA,NA
"351",2008,"D",203,"U","U",608,NA,NA,"CA1416","CA2059",NA,NA,NA,NA,NA,NA,NA
"352",2008,"D",204,"U","U",612,NA,NA,"CA2064","CA2060",NA,NA,NA,NA,NA,NA,NA
"353",2008,"E",101,"ParCare","CFall",506,531,529,"CA1444","CA1265","CA1570","CA1571","CA1572",NA,NA,NA,NA
"354",2008,"E",102,"U","U",507,601,NA,"CA048","CA1526","CA1573","CA1574",NA,NA,NA,NA,NA
"355",2008,"F",101,"U","U",502,NA,NA,NA,"802109742",NA,NA,NA,NA,NA,NA,NA
"356",2008,"F",102,"U","U",507,NA,NA,"CA1430","CA1563",NA,NA,NA,NA,NA,NA,NA
"357",2009,"A",1,"ParCare","CFall",420,515,513,"CA1310","CA151","CA2038","CA2039",NA,NA,NA,NA,NA
"358",2009,"A",2,"U","U",424,NA,NA,"CA1425",NA,NA,NA,NA,NA,NA,NA,NA
"359",2009,"A",3,"ParCare","CFall",422,517,515,"CA048","CA1526","CA2045","CA2048","CA2202",NA,NA,NA,NA
"360",2009,"A",4,"ParCare","CFall",501,526,525,"CA1312","CA2041","CA2304",NA,NA,NA,NA,NA,NA
"361",2009,"A",5,"ParCare","CFall",502,527,527,"CA107","CA2036","CA2305","CA2215",NA,NA,NA,NA,NA
"362",2009,"A",6,"ParCare","CFall",502,527,525,"CA2040","CA136","CA2301","CA2302","CA2303",NA,NA,NA,NA
"363",2009,"A",7,"ParCare","CFall",503,528,527,"CA1248","CA1278","CA2214",NA,NA,NA,NA,NA,NA
"364",2009,"A",8,"ParCare","CFall",510,604,530,"CA093","CA1254","CA2217","DEAD.CHICK.E1.2009",NA,NA,NA,NA,NA
"365",2009,"A",9,"U","U",510,NA,NA,NA,"CA072",NA,NA,NA,NA,NA,NA,NA
"366",2009,"A",101,"ParCare","CFall",510,604,603,"CA1204","CA2037","CA2225","CA2075","CA2076",NA,NA,NA,NA
"367",2009,"A",102,"U","U",608,NA,NA,"CA1452","CA2041",NA,NA,NA,NA,NA,NA,NA
"368",2009,"A",103,"U","U",614,NA,NA,"CA2232","CA137",NA,NA,NA,NA,NA,NA,NA
"369",2009,"A",201,"U","U",422,517,NA,"CA1230","CA081","CA2046","CA2047","CA2203",NA,NA,NA,NA
"370",2009,"A",202,"U","U",517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371",2009,"A",203,"ParCare","CFall",527,621,621,"CA2086","CA1273","DEAD.CHICK.C101.2009",NA,NA,NA,NA,NA,NA
"372",2009,"A",204,"U","U",525,NA,NA,"CA013","CA2085",NA,NA,NA,NA,NA,NA,NA
"373",2009,"A",205,"U","U",609,NA,NA,"CA1314","CA2236",NA,NA,NA,NA,NA,NA,NA
"374",2009,"A",206,"ParCare","CFall",612,707,705,"CA1452","CA2041","CA2284","CA2285","CA2286",NA,NA,NA,NA
"375",2009,"A",207,"U","U",617,NA,NA,"CA093","CA1254",NA,NA,NA,NA,NA,NA,NA
"376",2009,"B",1,"U","U",423,518,NA,"CA168","CA1253","CA2049",NA,NA,NA,NA,NA,NA
"377",2009,"B",2,"ParCare","CFall",419,514,513,"CA078","CA1429","UR1.A1.2009","UR2.A1.2009",NA,NA,NA,NA,NA
"378",2009,"B",3,"U","U",430,NA,NA,"CA1270",NA,NA,NA,NA,NA,NA,NA,NA
"379",2009,"B",4,"U","U",507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"380",2009,"B",5,"ParCare","CFall",514,608,606,"CA230","CA2050","CA2228","CA2229",NA,NA,NA,NA,NA
"381",2009,"B",6,"U","U",615,710,NA,"CA2098","CA2097","CA2260","CA2261","CA2262",NA,NA,NA,NA
"382",2009,"B",101,"ParCare","CFall",520,614,612,"CA2209","CA2216","CA2095","CA2096",NA,NA,NA,NA,NA
"383",2009,"B",102,"ParCare","CFall",604,629,629,"CA168","CA1526","CA2278","CA2279","CA2282",NA,NA,NA,NA
"384",2009,"C",-101,"U","U",421,516,NA,"CA052","CA044","CA2204","CA2205","CA2206",NA,NA,NA,NA
"385",2009,"C",1,"ParCare","CFall",422,517,515,"CA1272","CA1264","CA2201",NA,NA,NA,NA,NA,NA
"386",2009,"C",2,"U","U",426,NA,NA,"CA1418","CA1570",NA,NA,NA,NA,NA,NA,NA
"387",2009,"C",3,"U","U",418,513,NA,"CA1464","CA1579","CA2033","CA2034","CA2035",NA,NA,NA,NA
"388",2009,"C",4,"ParCare","CFall",511,605,603,"CA1484","CA2207","CA2070","CA2071","CA2072",NA,NA,NA,NA
"389",2009,"C",5,"U","U",512,NA,NA,"CA029","CA1280",NA,NA,NA,NA,NA,NA,NA
"390",2009,"C",6,"U","U",627,NA,NA,"CA029","CA1579",NA,NA,NA,NA,NA,NA,NA
"391",2009,"C",7,"U","U",629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"392",2009,"C",8,"U","U",705,NA,NA,NA,"CA1276",NA,NA,NA,NA,NA,NA,NA
"393",2009,"C",101,"ParCare","CFall",515,609,610,"CA1499","CA1531","CA2230",NA,NA,NA,NA,NA,NA
"394",2009,"C",102,"ParCare","CFall",530,624,614,"CA1350","CA1382","CA2244","CA2245","CA2249","CA2250",NA,NA,NA
"395",2009,"C",103,"ParCare","CFall",606,701,630,"CA1418","CA1570","CA2281","CA2307",NA,NA,NA,NA,NA
"396",2009,"C",104,"ParCare","CFall",525,619,619,"CA1213",NA,"CA2092","CA2093","CA2094",NA,NA,NA,NA
"397",2009,"D",-1,"U","U",421,516,NA,"802109746","CA1258","CA2042","CA2043","CA2044",NA,NA,NA,NA
"398",2009,"D",1,"ParCare","CFall",515,609,604,"CA1409","CA2208","CA2077","CA2078","CA2079",NA,NA,NA,NA
"399",2009,"D",2,"ParCare","CFall",516,610,606,"CA1260","CA1480","CA2080","CA2081",NA,NA,NA,NA,NA
"400",2009,"D",3,"ParCare","CFall",522,616,614,"CA2210","CA2213","CA2239","CA2240","CA2248","CA2238","CA2252",NA,NA
"401",2009,"D",4,"ParCare","CFall",527,621,618,"CA178","CA1258","CA2237","CA2091",NA,NA,NA,NA,NA
"402",2009,"D",5,"U","U",521,NA,NA,"CA1203",NA,NA,NA,NA,NA,NA,NA,NA
"403",2009,"D",6,"ParCare","CFall",531,624,623,"CA2221","CA1263","CA2273",NA,NA,NA,NA,NA,NA
"404",2009,"D",7,"ParCare","CFall",601,626,621,"CA2073","CA2082","CA2246","CA2247",NA,NA,NA,NA,NA
"405",2009,"D",8,"U","U",609,NA,NA,"CA1416","CA136",NA,NA,NA,NA,NA,NA,NA
"406",2009,"D",9,"ParCare","CFall",605,630,630,"CA1201","CA1217","CA2283",NA,NA,NA,NA,NA,NA
"407",2009,"D",10,"U","U",617,NA,NA,NA,"CA2212",NA,NA,NA,NA,NA,NA,NA
"408",2009,"D",12,"U","U",704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409",2009,"D",101,"ParCare","CFall",518,612,610,"CA2211",NA,"CA2084","UR1.C101.2009","UR2.C101.2009",NA,NA,NA,NA
"410",2009,"D",102,"ParCare","CFall",512,606,604,"CA108","CA2212","CA2226","CA2227","CA2083",NA,NA,NA,NA
"411",2009,"D",103,"ParCare","CFall",527,621,614,"CA1270","CA171","CA2272","CA2251",NA,NA,NA,NA,NA
"412",2009,"D",104,"ParCare","CFall",525,619,614,"CA2224","CA072","CA2233","CA2234","CA2235",NA,NA,NA,NA
"413",2009,"D",105,"ParCare","CFall",526,620,612,"CA231","CA151","CA2231",NA,NA,NA,NA,NA,NA
"414",2009,"D",106,"ParCare","CFall",526,620,618,"CA2074","CA1355","CA2241","CA2242","CA2243",NA,NA,NA,NA
"415",2009,"D",107,"ParCare","CFall",602,627,625,"CA229","CA125","CA2274","CA2275","CA2276",NA,NA,NA,NA
"416",2009,"D",108,"ParCare","CFall",601,626,625,"CA078","CA081","CA2253","CA2277",NA,NA,NA,NA,NA
"417",2009,"D",109,"ParCare","CFall",604,629,629,"CA1203","CA1212","CA2280",NA,NA,NA,NA,NA,NA
"418",2009,"D",110,"ParCare","CFall",525,619,619,"CA1309","CA1429","CA2090",NA,NA,NA,NA,NA,NA
"419",2009,"D",111,"U","U",611,NA,NA,"CA2088","CA1566",NA,NA,NA,NA,NA,NA,NA
"420",2009,"D",112,"ParCare","CFall",611,706,705,"CA1520","CA1253","CA2257","CA2258","CA2259",NA,NA,NA,NA
"421",2009,"D",113,"ParCare","CFall",612,707,705,"CA324","CA2087","CA2254","CA2255","CA2256",NA,NA,NA,NA
"422",2009,"E",1,"ParCare","CFall",507,601,530,"CA026","CA137","CA2222","CA2223",NA,NA,NA,NA,NA
"423",2009,"E",2,"ParCare","CFall",508,602,531,"CA1553","CA1566",NA,NA,NA,NA,NA,NA,NA
"424",2009,"E",3,"U","U",519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"425",2009,"E",4,"U","U",529,NA,NA,"CA007",NA,NA,NA,NA,NA,NA,NA,NA
"426",2009,"E",5,"ParCare","CFall",508,NA,531,"CA008","CA034","CA2067","CA2068","CA2069",NA,NA,NA,NA
"427",2009,"E",6,"ParCare","CFall",531,625,623,"CA1545","CA044","CA2099","CA2100","CA2271",NA,NA,NA,NA
"428",2009,"E",7,"U","U",606,NA,NA,"CA1444","CA1342",NA,NA,NA,NA,NA,NA,NA
"429",2009,"E",8,"U","U",608,NA,NA,"CA1349","CA2036",NA,NA,NA,NA,NA,NA,NA
"430",2009,"E",9,"ParCare","CFall",611,706,705,"CA1430","CA1278","CA2287","CA2288",NA,NA,NA,NA,NA
"431",2009,"G",-1,"U","U",521,615,NA,NA,NA,"CA2089",NA,NA,NA,NA,NA,NA
"432",2009,"G",1,"U","U",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433",2009,"G",2,"U","U",528,NA,NA,NA,"CA2306",NA,NA,NA,NA,NA,NA,NA
"434",2009,"G",3,"U","U",527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435",2009,"G",4,"U","U",526,NA,NA,NA,"CA2066",NA,NA,NA,NA,NA,NA,NA
"436",2009,"G",5,"U","U",NA,NA,NA,"CA2219","CA2065",NA,NA,NA,NA,NA,NA,NA
"437",2009,"G",6,"U","U",531,NA,NA,"CA2218",NA,NA,NA,NA,NA,NA,NA,NA
"438",2009,"G",7,"U","U",531,NA,NA,NA,"CA1371",NA,NA,NA,NA,NA,NA,NA
"439",2009,"G",8,"U","U",528,NA,NA,"CA2220",NA,NA,NA,NA,NA,NA,NA,NA
"440",2009,"G",9,"U","U",627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441",2010,"A",-101,"U","U",NA,NA,NA,"CA1448","CA2450","CA2451","CA2452","CA2453","CA2460",NA,NA,NA
"442",2010,"A",-1,"U","U",NA,505,NA,"CA2324",NA,"CA2322","CA2323",NA,NA,NA,NA,NA
"443",2010,"A",1,"U","U",420,504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"444",2010,"A",2,"U","U",407,501,NA,"CA1425",NA,"CA2263","CA2264",NA,NA,NA,NA,NA
"445",2010,"A",3,"U","U",420,517,NA,"CA078","CA081","CA2455","CA2456","CA2457",NA,NA,NA,NA
"446",2010,"A",4,"U","U",420,515,NA,"CA2267","CA141","CA2458","CA2459","unknown","CA2448",NA,NA,NA
"447",2010,"A",5,"U","U",408,503,NA,"CA2298","CA2299","CA2266","CA2401",NA,NA,NA,NA,NA
"448",2010,"A",6,"U","U",420,516,NA,"CA1203","CA1566","CA2449","unknown",NA,NA,NA,NA,NA
"449",2010,"A",7,"U","U",420,516,NA,"CA168","CA1263","CA2445","CA2446","CA2447",NA,NA,NA,NA
"450",2010,"A",8,"U","U",420,515,NA,"CA2403","CA1538","CA2436","CA2437","CA2438","CA2478",NA,NA,NA
"451",2010,"A",9,"U","U",426,521,NA,"CA2002","CA2406","CA2340","CA2342",NA,NA,NA,NA,NA
"452",2010,"A",10,"U","U",421,517,NA,"CA1534","CA2316","CA2454","CA2461",NA,NA,NA,NA,NA
"453",2010,"A",11,"U","U",420,515,NA,"CA1321","CA1519","CA2334","CA2336","CA2337",NA,NA,NA,NA
"454",2010,"A",12,"U","U",423,520,NA,"CA2404","CA2038","CA2467","CA2470",NA,NA,NA,NA,NA
"455",2010,"A",13,"U","U",426,521,NA,"CA1234","CA2312","CA2341","CA2481","CA2482",NA,NA,NA,NA
"456",2010,"A",14,"U","U",428,523,NA,"CA2424","CA2313","CA2484","CA2485","CA2488",NA,NA,NA,NA
"457",2010,"A",15,"U","U",420,505,NA,"CA2294",NA,NA,NA,NA,NA,NA,NA,NA
"458",2010,"A",16,"U","U",417,512,NA,"CA1270","CA171","CA2430","CA2431","CA2439",NA,NA,NA,NA
"459",2010,"A",17,"U","U",420,515,NA,"CA2268","CA2039","CA2335","CA2432","CA2433",NA,NA,NA,NA
"460",2010,"A",18,"U","U",413,508,NA,"CA231","CA2310","CA2419","CA2420","CA2421",NA,NA,NA,NA
"461",2010,"A",19,"U","U",415,510,NA,"CA2408","CA2093",NA,NA,NA,NA,NA,NA,NA
"462",2010,"A",20,"U","U",420,515,NA,"CA2309","CA2405","CA2434","CA2435","CA2441",NA,NA,NA,NA
"463",2010,"A",21,"U","U",419,514,NA,"CA107","CA2036","CA2328","CA2329","CA2330",NA,NA,NA,NA
"464",2010,"A",22,"U","U",413,508,NA,"CA178","CA136","CA2414","CA2415","CA2416",NA,NA,NA,NA
"465",2010,"A",23,"U","U",410,505,NA,"CA052","CA044","CA2425","CA2426",NA,NA,NA,NA,NA
"466",2010,"A",24,"U","U",416,511,NA,"CA2293","CA2035",NA,NA,NA,NA,NA,NA,NA
"467",2010,"A",25,"U","U",428,523,NA,"CA1204","CA2037","CA2343","CA2344","CA2483",NA,NA,NA,NA
"468",2010,"A",26,"U","U",409,504,NA,NA,"CA2041","CA2501","CA2502","CA2503",NA,NA,NA,NA
"469",2010,"A",27,"U","U",408,503,NA,"CA1248","CA1278","CA2269","CA2270","CA2311",NA,NA,NA,NA
"470",2010,"A",28,"U","U",411,506,NA,"CA1314","CA1254","CA2410",NA,NA,NA,NA,NA,NA
"471",2010,"A",29,"U","U",423,518,NA,"CA026","CA1562","CA2463","CA2338",NA,NA,NA,NA,NA
"472",2010,"A",30,"U","U",505,530,NA,"CA2422","CA2325","CA2345","CA2346","CA2494",NA,NA,NA,NA
"473",2010,"A",31,"U","U",616,711,NA,"CA2304","CA2349","CA2365","CA2366",NA,NA,NA,NA,NA
"474",2010,"A",101,"U","U",426,521,NA,"CA108","CA112","CA2474","CA2475",NA,NA,NA,NA,NA
"475",2010,"A",102,"U","U",425,520,NA,"CA1309","CA2321","CA2476","CA2477","CA2339",NA,NA,NA,NA
"476",2010,"A",103,"U","U",425,520,NA,"CA110","CA125","CA2468","CA2469","CA2471",NA,NA,NA,NA
"477",2010,"A",104,"U","U",501,526,NA,"CA265","CA2407","CA2490","CA2491","CA2492",NA,NA,NA,NA
